1124 atp8 -2 0.000000 0.000000 0.000000
1125 atp8 -2 0.000000 0.000000 0.000000
1126 atp8 -2 0.000000 0.000000 0.000000
1127 atp8 -2 0.000000 0.057405 0.942595
1128 atp8 -2 184.129110 0.980911 0.019089
1129 atp8 -2 184.129110 0.974585 0.025415
1130 atp8 -2 184.129110 0.968258 0.031742
1131 atp8 -2 376.575078 0.961680 0.038320
1132 atp8 -2 376.575078 0.955356 0.044644
1133 atp8 -2 376.575078 0.949033 0.050967
1134 atp8 -2 386.190601 0.943181 0.056819
1135 atp8 -2 386.190601 0.936854 0.063146
1136 atp8 -2 386.190601 0.930528 0.069472
1137 atp8 -2 386.190601 0.924201 0.075799
1138 atp8 -2 386.190601 0.917875 0.082125
1139 atp8 -2 386.190601 0.911549 0.088451
1140 atp8 -2 388.412450 0.904792 0.095208
1141 atp8 -2 388.412450 0.898468 0.101532
1142 atp8 -2 388.412450 0.892145 0.107855
1143 atp8 -2 397.910843 0.884278 0.115722
1144 atp8 -2 397.910843 0.877966 0.122034
1145 atp8 -2 397.910843 0.871654 0.128346
1146 atp8 -2 397.910843 0.865342 0.134658
1147 atp8 -2 397.910843 0.859030 0.140970
1148 atp8 -2 397.910843 0.852718 0.147282
1149 atp8 -2 397.910843 0.846406 0.153594
1150 atp8 -2 397.910843 0.840094 0.159906
1151 atp8 -2 397.910843 0.833783 0.166217
1152 atp8 -2 397.910843 0.827471 0.172529
1153 atp8 -2 397.910843 0.821159 0.178841
1154 atp8 -2 397.910843 0.814847 0.185153
1155 atp8 -2 397.910843 0.808535 0.191465
1156 atp8 -2 397.910843 0.802223 0.197777
1157 atp8 -2 397.910843 0.795911 0.204089
1158 atp8 -2 397.910843 0.789599 0.210401
1159 atp8 -2 397.910843 0.783287 0.216713
1160 atp8 -2 397.910843 0.776975 0.223025
1161 atp8 -2 397.910843 0.770663 0.229337
1162 atp8 -2 397.910843 0.764351 0.235649
1163 atp8 -2 397.910843 0.758039 0.241961
1164 atp8 -2 397.910843 0.751727 0.248273
1165 atp8 -2 397.910843 0.745415 0.254585
1166 atp8 -2 397.910843 0.739103 0.260897
1167 atp8 -2 397.910843 0.732791 0.267209
1168 atp8 -2 397.910843 0.726479 0.273521
1169 atp8 -2 397.910843 0.720167 0.279833
1170 atp8 -2 400.308783 0.713828 0.286172
1171 atp8 -2 400.308783 0.707516 0.292484
1172 atp8 -2 400.308783 0.701205 0.298795
1173 atp8 -2 411.134432 0.694777 0.305223
1174 atp8 -2 411.134432 0.688466 0.311534
1175 atp8 -2 411.134432 0.682156 0.317844
1176 atp8 -2 411.134432 0.675845 0.324155
